Noah,0.009624,Emma,0.010506
Liam,0.009006,Olivia,0.010114
Mason,0.00815,Sophia,0.008946
Jacob,0.007818,Ava,0.008412
William,0.007798,Isabella,0.008021
Ethan,0.00739,Mia,0.007655
James,0.007266,Abigail,0.006369
Alexander,0.00713,Emily,0.006053
Michael,0.007074,Charlotte,0.005854
Benjamin,0.006715,Harper,0.005288
Elijah,0.006691,Madison,0.005181
Daniel,0.00662,Amelia,0.005065
Aiden,0.006598,Elizabeth,0.004997
Logan,0.006332,Sofia,0.004977
Matthew,0.006249,Evelyn,0.004809
Lucas,0.006032,Avery,0.004798
Jackson,0.006014,Chloe,0.004073
David,0.00578,Ella,0.004059
Oliver,0.005713,Grace,0.003932
Jayden,0.005657,Victoria,0.003908
Joseph,0.005631,Aubrey,0.003794
Gabriel,0.005328,Scarlett,0.003663
Samuel,0.005326,Zoey,0.003567
Carter,0.005284,Addison,0.003452
Anthony,0.005212,Lily,0.003421
John,0.005091,Lillian,0.003396
Dylan,0.005037,Natalie,0.003339
Luke,0.005037,Hannah,0.003294
Henry,0.004986,Aria,0.00329
Andrew,0.004956,Layla,0.003251
Isaac,0.004884,Brooklyn,0.003241
Christopher,0.004811,Alexa,0.003108
Joshua,0.004804,Zoe,0.003103
Wyatt,0.004728,Penelope,0.003056
Sebastian,0.004715,Riley,0.002943
Owen,0.004704,Leah,0.002885
Caleb,0.004314,Audrey,0.002878
Nathan,0.00421,Savannah,0.002802
Ryan,0.004179,Allison,0.002746
Jack,0.004166,Samantha,0.002743
Hunter,0.004083,Nora,0.002734
Levi,0.004071,Skylar,0.002712
Christian,0.004017,Camila,0.002709
Jaxon,0.003954,Anna,0.002635
Julian,0.003944,Paisley,0.002608
Landon,0.003887,Ariana,0.002547
Grayson,0.003876,Aaliyah,0.002498
Jonathan,0.003738,Ellie,0.002497
Isaiah,0.003732,Claire,0.00248
Charles,0.003523,Violet,0.002472
Thomas,0.003523,Stella,0.002461
Aaron,0.003509,Sadie,0.002441
