,girlname,girlfreq
75,Emery/Amira/Amara/Amari/Amirah/Emerie,0.002422
76,Maya/Maia/Miya,0.0024100000000000002
77,Jade/Jada/Jayda/Jaida,0.0023250000000000002
78,Nevaeh/Neveah,0.002306
79,Julia/Julie,0.002242
80,Lena/Lana/Liana/Lainey/Laney/Leanna/Lina,0.002222
81,Serenity,0.0022170000000000002
82,Alexis,0.002168
83,Stella,0.00215
84,Jordyn/Jordan/Jordynn,0.002144
85,Violet,0.0021420000000000002
86,Genesis,0.002132
87,Piper/Pyper,0.00212
88,Juliana/Julianna/Julianne,0.002114
89,Kaitlyn/Caitlyn/Caitlin/Kathleen/Kaitlynn,0.002093
90,Autumn,0.002082
91,Reagan/Raegan,0.00201
92,Taylor,0.00195
93,Daniela/Danielle/Daniella,0.001934
94,Valeria/Valerie,0.0019320000000000001
95,Eleanor,0.001913
96,Maci/Macy/Macie/Maisie/Macey,0.001908
97,Faith,0.0019039999999999999
98,Cora/Kora/Kori,0.001901
99,Naomi,0.0018989999999999999
100,Lauren/Lauryn,0.0018880000000000001
101,Katelyn/Catalina/Katelynn/Katalina,0.001885
102,Lydia,0.001864
103,Jillian/Jayleen/Jaelynn/Jaelyn/Jaylynn/Jaylene/Jaylin,0.001849
104,Jocelyn/Joselyn/Jocelynn,0.001789
105,Adriana/Adrianna/Adrienne,0.0017889999999999998
106,Hazel/Azalea,0.0017859999999999998
107,Ruby,0.0017530000000000002
108,Daisy/Tessa,0.0016920000000000001
109,Hadley/Hadlee,0.0016909999999999998
110,London,0.0016829999999999998
111,Aniyah/Anaya/Aniya/Anahi,0.001661
112,Kinsley/Kensley/Kinslee,0.001645
113,Sydney/Sidney,0.001611
114,Haven/Heaven/Ivanna/Aviana/Avianna,0.0015879999999999998
115,Kaydence/Cadence/Kadence/Kaidence,0.0015530000000000001
116,Morgan,0.001537
117,Molly/Mollie,0.0015090000000000001
118,Jayla/Jaylah/Jaylee,0.001503
119,Angela/Angel,0.001502
120,Kimberly,0.001484
121,Ryan/Wren/Reyna/Rayna/Reina/Renee/Raina/Ryann,0.0014589999999999998
122,Juliette/Juliet/Julieta,0.001442
123,Amaya/Amiyah/Amiya,0.001441
124,Trinity,0.001436
125,Kate/Katie,0.0014259999999999998
126,Valentina,0.001423
127,Aurora,0.001403
128,Kinley/Kenley/Kynlee,0.001343
129,Diana/Danna/Tiana/Dana,0.001314
130,Andrea,0.001309
131,Quinn,0.001306
132,Nicole,0.001297
133,Delilah,0.001286
134,Rose/Rosa/Rosie,0.001278
135,Angelina/Angeline,0.0012519999999999999
136,Kendall,0.0012490000000000001
137,Kayleigh/Kyleigh/Kaleigh,0.0012419999999999998
138,Kailyn/Kaylin/Kaelyn/Kaylynn/Kailani,0.001238
139,Paige,0.001233
140,Rebecca/Rebekah,0.00123
141,Willow,0.0012289999999999998
142,Talia/Dahlia/Thalia/Dalia,0.0012259999999999999
143,Brooke,0.0012230000000000001
144,Raelynn/Raelyn/Rylan,0.0012050000000000001
145,Ximena,0.001198
146,Luna,0.0011970000000000001
147,Melissa/Malaysia,0.001191
148,Mckenzie,0.001188
149,Marley/Marlee,0.001188
150,Heidi/Ada/Hattie,0.0011879999999999998
151,Gemma/Jamie/Jemma,0.001178
152,Josephine,0.001169
153,Chelsea/Kelsey,0.001132
154,Makenna/Megan,0.00113
155,Cecilia/Cecelia,0.001113
156,Elsa/Elsie,0.001098
157,Christina/Christine/Kristina/Kristen,0.00109
158,Miriam/Mariam/Maryam,0.0010760000000000001
159,Londyn,0.0010710000000000001
160,Brynlee/Brinley,0.001071
161,Nyla/Nylah/Nala,0.001069
162,Rachel,0.001068
163,Ashlyn/Ashlynn,0.0010639999999999998
164,Destiny,0.001059
165,Melody,0.0010550000000000002
166,Delaney/Dylan,0.001054
167,Cassidy/Kassidy,0.001043
168,Daleyza/Dallas,0.001019
169,Reese,0.001009
170,Margaret,0.000998
171,Kenya/Kenna/Chana/Kenia/Kiana/Gwen,0.000993
172,Vanessa,0.000986
173,Arabella,0.000975
174,Alivia/Alyvia,0.000967
175,Lexi/Lexie,0.0009599999999999999
176,Everly,0.0009570000000000001
177,Amina/Imani/Amani,0.000943
178,Amber/Ember,0.000923
179,Journey/Journee,0.00092
180,Jessica,0.0009199999999999999
181,Summer,0.000908
182,Mariana/Marina/Marianna,0.0009000000000000001
183,Ryleigh,0.0008960000000000001
184,Shelby/Sylvia,0.000892
185,Presley,0.000892
186,Harmony,0.0008810000000000001
187,Emerson,0.0008609999999999999
188,Sienna/Siena,0.0008539999999999999
189,Emmalyn/Emmalynn/Emmaline/Emmeline,0.000853
190,Kamryn/Camryn,0.000853
191,Esther,0.00085
192,Fiona,0.000843
193,Stephanie,0.00084
194,Teagan/Tegan,0.0008230000000000001
195,Genevieve,0.0008230000000000001
196,Joanna/Johanna,0.000815
197,Giselle,0.000807
198,Kaia/Chaya/Kaiya/Kaya,0.000786
199,Gracelyn/Gracelynn,0.0007800000000000001
200,Jennifer,0.000779
201,Finley,0.000773
202,Ainsley/Ansley,0.0007509999999999999
203,Hope,0.000737
204,Mckenna,0.000718
205,Parker,0.0007160000000000001
206,Lola,0.000711
207,Karina/Karen,0.0007
208,Maggie,0.0006929999999999999
209,Miranda,0.000692
210,Selena/Celine,0.000688
211,Anastasia,0.000687
212,April/Abrielle/Abril,0.000686
213,Georgia,0.000683
214,Kenzie,0.0006799999999999999
215,Iris,0.000678
216,Sage/Saige,0.000677
217,Jacqueline,0.00067
218,Selah/Shayla/Celia,0.000668
219,Jessie/Jaycee/Jessa,0.000664
220,Noelle,0.000662
221,Josie,0.0006580000000000001
222,Leslie/Lesly,0.0006529999999999999
223,Kendra,0.000651
224,Skye/Sky,0.000649
225,Vera/Farrah,0.000643
226,Harley/Harlee,0.0006399999999999999
227,Braelyn/Braelynn,0.000639
228,Paris,0.000628
229,Sloane/Sloan,0.000624
230,Lyric,0.000624
231,Bethany/Paityn,0.000616
232,Evangeline,0.000608
233,Maliyah/Malaya,0.000605
234,Dakota,0.000587
235,Yaretzi/Yaritza,0.000584
236,Nova,0.00058
237,Nadia,0.000576
238,Anika/Annika,0.000575
239,Kathryn,0.00057
240,Nina,0.000566
241,Phoebe,0.0005650000000000001
242,Livia/Liv/Libby,0.000558
243,Alessandra,0.000554
244,Eloise,0.000554
245,Ruth,0.000542
246,Rosalie,0.000542
247,Amanda,0.000539
248,Adelaide,0.000538
249,June,0.000537
250,Laura,0.000537
251,Jazlyn/Jazlynn,0.0005319999999999999
252,Cynthia/Cindy,0.000527
253,Lacey/Lisa,0.000527
254,Cassandra/Kassandra,0.0005200000000000001
255,Fatima,0.000518
256,Sabrina,0.000516
257,Lorelei/Lorelai,0.000508
258,Lucille,0.0004969999999999999
259,Lindsey/Lindsay,0.000495
260,Sawyer,0.0004940000000000001
261,Daphne,0.00047000000000000004
262,Alondra,0.000469
263,Danica/Danika,0.000465
264,Cheyenne,0.000465
265,Bianca,0.000463
266,Pearl/Perla,0.00045799999999999997
267,Aisha/Asia,0.000456
268,Gia,0.000453
269,Veronica,0.000446
270,Beatrice/Patricia,0.000445
271,Giuliana,0.00044400000000000006
272,Winter/Wynter,0.000444
273,Esmeralda,0.000443
274,Mckinley,0.00044
275,Janiyah/Janiya,0.00044
276,Erica/Erika,0.000437
277,Carmen,0.000437
278,Mallory,0.00043499999999999995
279,Tatum,0.000425
280,Logan,0.000425
281,Aspen,0.000421
282,Audrina/Audriana,0.00041699999999999994
283,Nayeli,0.000414
284,Marilyn,0.000408
285,Miracle,0.000399
286,Blakely,0.000397
287,Rowan,0.000396
288,Angelique,0.000395
289,Gwendolyn,0.000391
290,Justice,0.000391
291,Bristol,0.000386
292,Itzel,0.000386
293,Francesca,0.00038500000000000003
294,Emersyn,0.000381
295,Angelica,0.000377
296,Jimena,0.00037400000000000004
297,Tiffany,0.00037200000000000004
298,Demi/Tamia,0.00037
299,Alejandra,0.000367
300,Remi/Remy,0.000366
301,Holly,0.000366
302,Janelle,0.000364
303,Zaniyah/Saniyah,0.000362
304,River,0.000361
305,Serena,0.00036
306,Annalise,0.00036
307,Brittany,0.000357
308,Elliot/Elliott,0.000357
309,Joy,0.000356
310,Cataleya,0.00035499999999999996
311,Madisyn,0.00035299999999999996
312,Celeste,0.000348
313,Marissa,0.00034700000000000003
314,Luciana,0.00034500000000000004
315,Zuri,0.000341
316,Crystal,0.000337
317,Nia,0.000334
318,Guadalupe,0.000333
319,Priscilla,0.000333
320,Maeve,0.000332
321,Aubrielle/Aubriella,0.000331
322,Juniper,0.00032900000000000003
323,Phoenix,0.000324
324,Aiyana/Ayanna,0.000322
325,Carter/Karter,0.000322
326,Felicity,0.000321
327,Julissa,0.00031800000000000003
328,Ariya/Ariyah,0.000316
329,Raven,0.000315
330,Roselyn/Rosalyn,0.000313
331,Leia,0.000312
332,Harlow,0.000312
333,Henley,0.000303
334,Bria,0.000302
335,Colette,0.000302
336,Regina,0.000301
337,Jaliyah,0.0003
338,Fernanda,0.0003
339,Skyla,0.000299
340,Addisyn,0.000297
341,Estelle/Estella,0.000297
342,Bridget,0.000296
343,Monica,0.000295
344,Jayden,0.000294
345,Gloria,0.000292
346,Leighton,0.000291
347,Azaria/Azariah,0.00029
348,Kaliyah,0.000288
349,Charleigh,0.00028700000000000004
350,Angie,0.000286
351,Liberty,0.000278
352,Sasha,0.000276
353,Montserrat,0.000273
354,Rosemary,0.000272
355,Tatiana,0.000271
356,Cameron,0.000269
357,Virginia,0.000268
358,Matilda,0.000267
359,Freya,0.000264
360,Blake,0.00025699999999999996
361,Monserrat,0.00025499999999999996
362,Greta,0.00025299999999999997
363,Dayana,0.000251
364,Frances,0.000248
365,Shiloh,0.000245
366,Aranza,0.000244
367,Meredith,0.000244
368,Linda,0.000241
369,Whitney,0.00023700000000000001
370,Edith,0.000236
371,Tenley,0.00023500000000000002
372,Kimber,0.000231
373,Lilith,0.000231
374,Chanel,0.000231
375,Coraline,0.000231
376,Samara,0.00022999999999999998
377,Natasha,0.000226
378,Blair,0.000225
379,Karsyn,0.000223
380,Renata,0.000223
381,Dulce,0.000221
382,Mabel,0.00021899999999999998
383,Armani,0.000218
384,Paola,0.00021400000000000002
385,Courtney,0.00021400000000000002
386,Alma,0.00021400000000000002
387,Remington,0.00021099999999999998
388,Mina,0.00021
389,Raquel,0.000207
390,Hadassah,0.000206
391,Lennon,0.000206
392,Isis,0.000205
393,Desiree,0.000205
394,Kayden,0.000202
395,Everleigh,0.00020099999999999998
396,Jolene,0.000199
397,Teresa,0.000199
398,Simone,0.000199
399,Marjorie,0.000198
400,Claudia,0.000197
401,Tori,0.000197
402,Dorothy,0.000197
403,Noemi,0.000197
404,Corinne,0.000196
405,Brenda,0.000196
406,Martha,0.000196
407,Leona,0.000194
408,Margot,0.000193
409,Emory,0.000193
410,Meadow,0.00019099999999999998
411,Ivory,0.00018999999999999998
412,Deborah,0.00018999999999999998
413,Nancy,0.00018999999999999998
414,Lizbeth,0.00018999999999999998
415,Khaleesi,0.00018899999999999999
416,Janessa,0.000188
417,Adele,0.00018700000000000002
418,Thea,0.00018600000000000002
419,Hunter,0.00018600000000000002
420,Clarissa,0.00018600000000000002
421,Oakley,0.00018600000000000002
422,Naya,0.000185
423,Sutton,0.000185
424,Galilea,0.000185
425,Denise,0.000184
426,Wendy,0.000183
427,Monroe,0.000183
428,Taliyah,0.000182
429,Jolie,0.000182
430,Casey,0.000181
431,Sandra,0.000181
432,Yamileth,0.000181
433,Zariyah,0.00018
434,Saylor,0.00018
435,Joyce,0.00018
436,Ariadne,0.00017900000000000001
437,Nola,0.000178
438,Cherish,0.000177
439,Marisol,0.000176
440,Dixie,0.000176
441,Penny,0.000176
442,Esme,0.000175
443,Laurel,0.000174
444,Lara,0.000173
445,Magnolia,0.000172
446,Aurelia,0.000171
447,Collins,0.000168
448,Rory,0.000168
449,Heather,0.000168
450,Estrella,0.000167
451,America,0.000166
452,Susan,0.000166
453,Temperance,0.000165
454,Barbara,0.000164
455,Taryn,0.000164
456,Joslyn,0.000162
457,Bonnie,0.000162
458,Paloma,0.000161
459,Jewel,0.000161
460,Sharon,0.00016
461,Giovanna,0.00016
462,Hadleigh,0.00016
463,Mckayla,0.00015900000000000002
464,Kimora,0.00015900000000000002
465,Salma,0.00015800000000000002
466,Diamond,0.000157
467,Zendaya,0.000157
468,Sherlyn,0.000156
469,Holland,0.000156
470,Mariyah,0.000155
471,Yasmin,0.000155
472,Zainab,0.000155
473,Anniston,0.000154
474,Zion,0.000153
475,Bryleigh,0.000153
476,Tara,0.000152
477,Astrid,0.000152
478,Faye,0.000152
479,Tabitha,0.000152
480,Rivka,0.00015
481,Ingrid,0.000149
482,Noa,0.000148
483,Neriah,0.000148
484,Mercy,0.000148
485,Marleigh,0.000147
486,Clementine,0.000147
487,Mattie,0.000147
488,Frida,0.000146
489,Sonia,0.000145
490,Louisa,0.000144
491,Stevie,0.000144
492,Judith,0.000144
493,Paulina,0.000143
494,Aubrianna,0.00014199999999999998
495,Riya,0.00014099999999999998
496,Moriah,0.00014099999999999998
497,Magdalena,0.00014
498,Landry,0.00014
499,Ireland,0.000139
500,Patience,0.000139
501,Antonia,0.000139
502,Annalee,0.000139
503,Kai,0.000138
504,Micah,0.000138
505,Mercedes,0.000138
506,Aya,0.000138
507,Samiyah,0.00013700000000000002
508,Paula,0.000136
509,Cordelia,0.000136
510,Belen,0.000136
